,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
10553,2015,NE,Garfield,28.75,2.4,6,1193.33333,"(41.9678957, -98.92453429999999)",0.00503,"[140.33333, 73.91667, 57.5, 13.33333, 92.25, 28.75]","[2.38333, 2.46667, 2.79167, 2.35833, 2.56667, 2.4]","[55, 6, 72, 4, 54, 6]","[0.00937, 0.00199, 0.03491, 0.00711, 0.01502, 0.00503]","['(42.3803308, -98.6600586)', '(41.7172326, -98.04651849999999)', '(41.4936253, -98.92453429999999)', '(41.8372138, -98.5721016)', '(42.1902446, -98.04651849999999)', '(41.9678957, -98.92453429999999)']",6,False,False,False,False
10559,2015,NE,Hamilton,134.58333,2.875,184,4671.5,"(40.919722, -98.04651849999999)",0.03939,"[98.58333, 1245.41667, 74.16667, 212.66667, 519.91667, 50.83333, 131.91667, 252.58333, 149.91667, 49.75, 94.91667, 134.58333]","[2.91667, 3.925, 2.53333, 2.89167, 3.125, 2.45833, 2.79167, 2.90833, 3.73333, 2.91667, 2.95, 2.875]","[3, 3600, 120, 396, 1915, 10, 79, 211, 150, 36, 104, 184]","[0.00089, 0.11396, 0.04125, 0.05396, 0.11529, 0.00484, 0.01668, 0.02427, 0.03725, 0.02107, 0.03242, 0.03939]","['(40.5975479, -98.04651849999999)', '(40.8817333, -98.5721016)', '(41.1526688, -97.56805949999999)', '(40.7941448, -97.5247243)', '(40.5596231, -98.5721016)', '(41.3995947, -98.04651849999999)', '(41.1375727, -97.179026)', '(40.9078649, -97.0984646)', '(41.2031926, -98.0028892)', '(41.1751661, -98.92453429999999)', '(40.47101190000001, -97.5247243)', '(40.919722, -98.04651849999999)']",12,False,False,False,False
10565,2015,NE,Nuckolls,60.91667,2.55,74,2380.83333,"(40.110932, -98.04651849999999)",0.03108,"[163.91667, 81.08333, 125.16667, 70.91667, 97.83333, 98.58333, 519.91667, 69.83333, 61.08333, 94.91667, 35.91667, 60.91667, 115.58333]","[3.8, 3.875, 3.325, 2.74167, 3.125, 2.91667, 3.125, 2.35, 3.53333, 2.95, 2.38333, 2.55, 2.70833]","[577, 68, 115, 86, 70, 3, 1915, 80, 62, 104, 36, 74, 309]","[0.13382, 0.03248, 0.03046, 0.0332, 0.02237, 0.00089, 0.11529, 0.02697, 0.03594, 0.03242, 0.02383, 0.03108, 0.07231]","['(39.4795571, -97.69822719999999)', '(39.7333849, -98.7481167)', '(39.443669, -98.2212979)', '(39.807989, -97.69822719999999)', '(39.8413319, -97.179026)', '(40.5975479, -98.04651849999999)', '(40.5596231, -98.5721016)', '(40.1460895, -97.5247243)', '(40.2357266, -98.5721016)', '(40.47101190000001, -97.5247243)', '(40.20898570000001, -98.92453429999999)', '(40.110932, -98.04651849999999)', '(40.16807319999999, -97.179026)']",13,False,False,False,False
10571,2015,NE,Saunders,335.83333,3.06667,348,10925.66667,"(41.168563, -96.663812)",0.03185,"[131.25, 434.16667, 270.66667, 74.16667, 622.16667, 2546.75, 131.91667, 144.91667, 252.58333, 9487.33333, 335.83333, 4421.5, 328.25]","[3.65, 3.325, 3.29167, 2.53333, 3.26667, 2.80833, 2.79167, 2.60833, 2.90833, 3.31667, 3.06667, 2.66667, 3.0]","[80, 723, 450, 120, 1470, 4880, 79, 4, 211, 39418, 348, 20979, 424]","[0.02216, 0.05532, 0.05489, 0.04125, 0.07699, 0.05384, 0.01668, 0.00072, 0.02427, 0.13748, 0.03185, 0.12526, 0.03877]","['(41.8252059, -96.3226072)', '(40.8755529, -96.15269850000001)', '(40.675971, -96.11029429999999)', '(41.1526688, -97.56805949999999)', '(41.6472611, -96.663812)', '(41.0744042, -96.19513200000002)', '(41.1375727, -97.179026)', '(41.6268435, -97.0068393)', '(40.9078649, -97.0984646)', '(41.3148116, -96.19513200000002)', '(41.168563, -96.663812)', '(40.8471492, -96.663812)', '(41.5541889, -96.19513200000002)']",13,False,False,False,False
10577,2015,NE,Sheridan,73.83333,2.69167,106,2729.66667,"(42.3613076, -102.2547919)",0.03883,"[136.25, 10.0, 73.83333, 170.16667]","[2.60833, 2.29167, 2.69167, 3.00833]","[338, 6, 106, 371]","[0.06438, 0.01378, 0.03883, 0.06555]","['(42.6551733, -103.0817903)', '(41.86377540000001, -101.7979613)', '(42.3613076, -102.2547919)', '(42.19114709999999, -103.0817903)']",4,False,False,False,False
10583,2015,NE,Thurston,157.83333,5.30833,46,2969.91667,"(42.1685528, -96.5356449)",0.01549,"[210.66667, 258.08333, 419.75, 2137.08333, 131.25, 110.58333, 102.0, 622.16667, 141.33333, 144.91667, 128.66667, 388.5, 89.0, 157.83333, 328.25, 272.33333]","[4.425, 3.43333, 2.83333, 3.80833, 3.65, 2.38333, 3.3, 3.26667, 2.55, 2.60833, 2.65, 3.53333, 2.53333, 5.30833, 3.0, 3.40833]","[354, 276, 567, 367, 80, 22, 160, 1470, 44, 4, 61, 1080, 102, 46, 424, 256]","[0.07428, 0.03658, 0.03831, 0.00653, 0.02216, 0.00474, 0.05191, 0.07699, 0.00794, 0.00072, 0.01261, 0.09824, 0.02911, 0.01549, 0.03877, 0.03194]","['(42.001594, -95.9832577)', '(41.6933855, -95.81428849999999)', '(42.776665, -96.15269850000001)', '(42.3166158, -95.9832577)', '(41.8252059, -96.3226072)', '(42.56103239999999, -97.179026)', '(42.4257719, -96.83509989999999)', '(41.6472611, -96.663812)', '(42.2479453, -97.179026)', '(41.6268435, -97.0068393)', '(41.95401529999999, -96.83509989999999)', '(42.4040965, -96.5356449)', '(41.9329995, -97.179026)', '(42.1685528, -96.5356449)', '(41.5541889, -96.19513200000002)', '(42.8621348, -96.7065914)']",16,True,False,False,False
10589,2015,NE,Box Butte,170.16667,3.00833,371,5660.16667,"(42.19114709999999, -103.0817903)",0.06555,"[136.25, 76.08333, 73.83333, 170.16667, 631.0]","[2.60833, 2.86667, 2.69167, 3.00833, 3.36667]","[338, 83, 106, 371, 1748]","[0.06438, 0.03132, 0.03883, 0.06555, 0.09368]","['(42.6551733, -103.0817903)', '(41.6552418, -102.989615)', '(42.3613076, -102.2547919)', '(42.19114709999999, -103.0817903)', '(41.8140936, -103.6362715)']",5,False,False,False,False
10595,2015,NE,Hitchcock,43.08333,3.25833,42,1320.83333,"(40.1844599, -101.0711758)",0.0318,"[49.5, 35.33333, 37.16667, 44.58333, 24.91667, 14.16667, 33.75, 43.08333, 161.16667]","[3.66667, 2.30833, 2.74167, 1.9, 2.09167, 2.3, 1.825, 3.25833, 2.63333]","[24, 45, 47, 102, 30, 22, 72, 42, 508]","[0.01777, 0.02931, 0.03461, 0.04363, 0.02507, 0.03572, 0.03925, 0.0318, 0.08325]","['(39.74803680000001, -100.5296115)', '(39.8600904, -101.0711758)', '(39.7877848, -101.7979613)', '(40.4531318, -101.6157773)', '(40.13061210000001, -101.6157773)', '(40.5070797, -101.0711758)', '(40.7922353, -101.4339148)', '(40.1844599, -101.0711758)', '(40.2353963, -100.5296115)']",9,False,False,False,False
10601,2015,NE,Jefferson,115.58333,2.70833,309,4273.08333,"(40.16807319999999, -97.179026)",0.07231,"[167.08333, 70.91667, 97.83333, 399.75, 212.66667, 213.41667, 69.83333, 69.91667, 94.91667, 60.91667, 115.58333]","[2.91667, 2.74167, 3.125, 3.61667, 2.89167, 2.925, 2.35, 3.3, 2.95, 2.55, 2.70833]","[227, 86, 70, 1028, 396, 543, 80, 47, 104, 74, 309]","[0.03958, 0.0332, 0.02237, 0.09308, 0.05396, 0.0746, 0.02697, 0.02213, 0.03242, 0.03108, 0.07231]","['(39.717719, -96.49297969999999)', '(39.807989, -97.69822719999999)', '(39.8413319, -97.179026)', '(40.1989041, -96.663812)', '(40.7941448, -97.5247243)', '(40.4930367, -97.179026)', '(40.1460895, -97.5247243)', '(40.3808026, -96.3226072)', '(40.47101190000001, -97.5247243)', '(40.110932, -98.04651849999999)', '(40.16807319999999, -97.179026)']",11,False,False,False,False
10607,2015,NE,Keya Paha,13.66667,2.06667,16,660.08333,"(42.8461857, -99.634135)",0.02424,"[51.58333, 13.66667, 82.0]","[3.7, 2.06667, 2.675]","[74, 16, 70]","[0.05308, 0.02424, 0.02276]","['(42.5052914, -99.99122539999999)', '(42.8461857, -99.634135)', '(43.2236446, -99.72326729999999)']",3,False,True,False,False
10613,2015,NE,Lancaster,4421.5,2.66667,20979,167489.9167,"(40.8471492, -96.663812)",0.12526,"[434.16667, 399.75, 270.66667, 212.66667, 2546.75, 131.91667, 213.41667, 252.58333, 9487.33333, 69.91667, 335.83333, 4421.5]","[3.325, 3.61667, 3.29167, 2.89167, 2.80833, 2.79167, 2.925, 2.90833, 3.31667, 3.3, 3.06667, 2.66667]","[723, 1028, 450, 396, 4880, 79, 543, 211, 39418, 47, 348, 20979]","[0.05532, 0.09308, 0.05489, 0.05396, 0.05384, 0.01668, 0.0746, 0.02427, 0.13748, 0.02213, 0.03185, 0.12526]","['(40.8755529, -96.15269850000001)', '(40.1989041, -96.663812)', '(40.675971, -96.11029429999999)', '(40.7941448, -97.5247243)', '(41.0744042, -96.19513200000002)', '(41.1375727, -97.179026)', '(40.4930367, -97.179026)', '(40.9078649, -97.0984646)', '(41.3148116, -96.19513200000002)', '(40.3808026, -96.3226072)', '(41.168563, -96.663812)', '(40.8471492, -96.663812)']",12,False,True,False,False
10625,2015,NE,Red Willow,161.16667,2.63333,508,6102.0,"(40.2353963, -100.5296115)",0.08325,"[72.91667, 49.5, 35.33333, 14.16667, 72.33333, 26.5, 43.08333, 161.16667]","[2.49167, 3.66667, 2.30833, 2.3, 2.65, 2.475, 3.25833, 2.63333]","[114, 24, 45, 22, 105, 36, 42, 508]","[0.03865, 0.01777, 0.02931, 0.03572, 0.03848, 0.0335, 0.0318, 0.08325]","['(39.7959566, -99.99122539999999)', '(39.74803680000001, -100.5296115)', '(39.8600904, -101.0711758)', '(40.5070797, -101.0711758)', '(40.12139699999999, -99.99122539999999)', '(40.4604851, -99.8124935)', '(40.1844599, -101.0711758)', '(40.2353963, -100.5296115)']",8,False,False,True,False
10631,2015,NE,Richardson,138.41667,3.21667,119,4300.08333,"(40.0898025, -95.6457951)",0.02767,"[138.33333, 213.0, 151.91667, 268.0, 458.25, 186.66667, 97.91667, 412.91667, 542.0, 126.5, 270.66667, 135.16667, 43.25, 69.91667, 138.41667]","[3.33333, 3.96667, 2.55, 3.7, 6.13333, 4.31667, 3.61667, 4.16667, 4.90833, 4.46667, 3.29167, 3.65833, 2.58333, 3.3, 3.21667]","[215, 688, 188, 356, 848, 251, 155, 381, 648, 52, 450, 136, 56, 47, 119]","[0.05178, 0.12847, 0.03166, 0.04917, 0.11351, 0.05812, 0.05718, 0.03839, 0.05881, 0.01835, 0.05489, 0.03686, 0.03349, 0.02213, 0.02767]","['(40.7400403, -95.6457951)', '(39.770047, -95.4777811)', '(39.7451077, -95.9832577)', '(39.4241422, -95.81428849999999)', '(39.5701137, -95.35208759999999)', '(39.8245628, -95.18492189999999)', '(40.0704458, -95.18492189999999)', '(39.9637436, -94.81059549999999)', '(40.2907281, -94.81059549999999)', '(40.42389600000001, -95.4777811)', '(40.675971, -96.11029429999999)', '(40.4074745, -95.81428849999999)', '(40.10258169999999, -96.19513200000002)', '(40.3808026, -96.3226072)', '(40.0898025, -95.6457951)']",15,False,False,False,False
10637,2015,NE,Washington,328.25,3.0,424,10935.0,"(41.5541889, -96.19513200000002)",0.03877,"[305.0, 210.66667, 202.33333, 258.08333, 1807.58333, 131.25, 434.16667, 622.16667, 2546.75, 144.91667, 128.66667, 9487.33333, 335.83333, 157.83333, 328.25]","[4.10833, 4.425, 2.88333, 3.43333, 3.68333, 3.65, 3.325, 3.26667, 2.80833, 2.60833, 2.65, 3.31667, 3.06667, 5.30833, 3.0]","[449, 354, 15, 276, 8451, 80, 723, 1470, 4880, 4, 61, 39418, 348, 46, 424]","[0.06043, 0.07428, 0.00214, 0.03658, 0.17234, 0.02216, 0.05532, 0.07699, 0.05384, 0.00072, 0.01261, 0.13748, 0.03185, 0.01549, 0.03877]","['(41.0624496, -95.6457951)', '(42.001594, -95.9832577)', '(41.7177667, -95.3102505)', '(41.6933855, -95.81428849999999)', '(41.3911501, -95.4777811)', '(41.8252059, -96.3226072)', '(40.8755529, -96.15269850000001)', '(41.6472611, -96.663812)', '(41.0744042, -96.19513200000002)', '(41.6268435, -97.0068393)', '(41.95401529999999, -96.83509989999999)', '(41.3148116, -96.19513200000002)', '(41.168563, -96.663812)', '(42.1685528, -96.5356449)', '(41.5541889, -96.19513200000002)']",15,False,False,False,False
10643,2015,NE,Scotts Bluff,631.0,3.36667,1748,18658.83333,"(41.8140936, -103.6362715)",0.09368,"[72.91667, 76.08333, 124.91667, 170.16667, 631.0, 234.33333]","[3.55, 2.86667, 2.16667, 3.00833, 3.36667, 3.29167]","[60, 83, 507, 371, 1748, 454]","[0.02925, 0.03132, 0.08822, 0.06555, 0.09368, 0.06399]","['(41.1856601, -103.6362715)', '(41.6552418, -102.989615)', '(41.2509264, -103.0817903)', '(42.19114709999999, -103.0817903)', '(41.8140936, -103.6362715)', '(42.0334428, -104.3791912)']",6,False,False,True,False
10649,2015,NH,Coos,643.75,4.36667,1174,14754.75,"(44.7288907, -71.27872669999999)",0.07957,"[1444.66667, 690.83333, 643.75, 159.16667, 760.58333, 702.75]","[5.44167, 4.74167, 4.36667, 5.78333, 5.58333, 4.65833]","[2745, 676, 1174, 10, 574, 897]","[0.10346, 0.04651, 0.07957, 0.00363, 0.04224, 0.05951]","['(44.4906897, -70.7840564)', '(45.0386059, -70.3979538)', '(44.7288907, -71.27872669999999)', '(44.7682631, -71.74361549999999)', '(44.8905506, -72.2603468)', '(44.55051, -72.04819069999999)']",6,False,True,False,False
10655,2015,NH,Belknap,1048.41667,3.34167,3590,31461.5,"(43.5024246, -71.4073938)",0.11411,"[4262.91667, 1048.41667, 821.91667, 1329.66667, 647.08333, 2491.75, 2212.33333, 6394.83333, 8165.08333]","[3.93333, 3.34167, 3.475, 2.73333, 2.75, 3.06667, 3.10833, 3.60833, 3.56667]","[7775, 3590, 1807, 3341, 1237, 4206, 5474, 8641, 17885]","[0.07167, 0.11411, 0.07627, 0.06897, 0.05247, 0.05195, 0.07716, 0.04855, 0.07818]","['(43.4132697, -70.6702521)', '(43.5024246, -71.4073938)', '(43.8128209, -71.25060669999999)', '(43.9087929, -71.825994)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)', '(42.9931261, -71.0497768)', '(42.83347939999999, -71.6673352)']",9,False,False,True,False
10661,2015,NH,Carroll,821.91667,3.475,1807,23693.58333,"(43.8128209, -71.25060669999999)",0.07627,"[4262.91667, 5424.66667, 1048.41667, 821.91667, 1329.66667, 2491.75, 2212.33333]","[3.93333, 3.43333, 3.34167, 3.475, 2.73333, 3.06667, 3.10833]","[7775, 11668, 3590, 1807, 3341, 4206, 5474]","[0.07167, 0.07389, 0.11411, 0.07627, 0.06897, 0.05195, 0.07716]","['(43.4132697, -70.6702521)', '(43.81329789999999, -70.3870587)', '(43.5024246, -71.4073938)', '(43.8128209, -71.25060669999999)', '(43.9087929, -71.825994)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)']",7,False,False,False,False
10667,2015,NH,Grafton,1329.66667,2.73333,3341,48442.66667,"(43.9087929, -71.825994)",0.06897,"[1048.41667, 821.91667, 1329.66667, 647.08333, 2491.75, 545.25, 702.75, 1187.83333]","[3.34167, 3.475, 2.73333, 2.75, 3.06667, 3.43333, 4.65833, 3.48333]","[3590, 1807, 3341, 1237, 4206, 122, 897, 1755]","[0.11411, 0.07627, 0.06897, 0.05247, 0.05195, 0.00768, 0.05951, 0.05156]","['(43.5024246, -71.4073938)', '(43.8128209, -71.25060669999999)', '(43.9087929, -71.825994)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(44.0014186, -72.4003713)', '(44.55051, -72.04819069999999)', '(44.1986663, -72.6972529)']",8,False,True,False,False
10673,2015,NH,Cheshire,1309.25,3.15833,2708,41365.83333,"(42.9259375, -72.236379)",0.06546,"[1731.08333, 3935.41667, 21740.58333, 1309.25, 647.08333, 2491.75, 8165.08333, 836.41667, 947.83333, 783.0]","[4.375, 4.50833, 5.075, 3.15833, 2.75, 3.06667, 3.56667, 3.55833, 3.21667, 4.225]","[2254, 4996, 34582, 2708, 1237, 4206, 17885, 895, 1187, 1186]","[0.05716, 0.05722, 0.08089, 0.06546, 0.05247, 0.05195, 0.07818, 0.03818, 0.04031, 0.06388]","['(42.530599, -72.61511689999999)', '(42.3471357, -72.6624209)', '(42.4096528, -71.8571331)', '(42.9259375, -72.236379)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(42.83347939999999, -71.6673352)', '(43.0151325, -72.8042797)', '(43.4369244, -72.61511689999999)', '(43.0278745, -73.13496049999999)']",10,False,False,False,False
10679,2015,NH,Sullivan,647.08333,2.75,1237,23576.75,"(43.3770392, -72.236379)",0.05247,"[1048.41667, 1329.66667, 1309.25, 647.08333, 2491.75, 8165.08333, 545.25, 1330.41667, 836.41667, 947.83333]","[3.34167, 2.73333, 3.15833, 2.75, 3.06667, 3.56667, 3.43333, 4.25, 3.55833, 3.21667]","[3590, 3341, 2708, 1237, 4206, 17885, 122, 1799, 895, 1187]","[0.11411, 0.06897, 0.06546, 0.05247, 0.05195, 0.07818, 0.00768, 0.05756, 0.03818, 0.04031]","['(43.5024246, -71.4073938)', '(43.9087929, -71.825994)', '(42.9259375, -72.236379)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(42.83347939999999, -71.6673352)', '(44.0014186, -72.4003713)', '(43.6448675, -72.99329689999999)', '(43.0151325, -72.8042797)', '(43.4369244, -72.61511689999999)']",10,False,False,False,False
10685,2015,NH,Merrimack,2491.75,3.06667,4206,80955.83333,"(43.2844846, -71.6673352)",0.05195,"[1048.41667, 821.91667, 1329.66667, 1309.25, 647.08333, 2491.75, 2212.33333, 6394.83333, 8165.08333, 947.83333]","[3.34167, 3.475, 2.73333, 3.15833, 2.75, 3.06667, 3.10833, 3.60833, 3.56667, 3.21667]","[3590, 1807, 3341, 2708, 1237, 4206, 5474, 8641, 17885, 1187]","[0.11411, 0.07627, 0.06897, 0.06546, 0.05247, 0.05195, 0.07716, 0.04855, 0.07818, 0.04031]","['(43.5024246, -71.4073938)', '(43.8128209, -71.25060669999999)', '(43.9087929, -71.825994)', '(42.9259375, -72.236379)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)', '(42.9931261, -71.0497768)', '(42.83347939999999, -71.6673352)', '(43.4369244, -72.61511689999999)']",10,False,False,False,False
10691,2015,NH,Strafford,2212.33333,3.10833,5474,70939.66667,"(43.238329, -71.0236044)",0.07716,"[20353.41667, 4262.91667, 1048.41667, 821.91667, 2491.75, 2212.33333, 6394.83333, 8165.08333]","[4.99167, 3.93333, 3.34167, 3.475, 3.06667, 3.10833, 3.60833, 3.56667]","[29276, 7775, 3590, 1807, 4206, 5474, 8641, 17885]","[0.07178, 0.07167, 0.11411, 0.07627, 0.05195, 0.07716, 0.04855, 0.07818]","['(42.7051144, -70.90712359999999)', '(43.4132697, -70.6702521)', '(43.5024246, -71.4073938)', '(43.8128209, -71.25060669999999)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)', '(42.9931261, -71.0497768)', '(42.83347939999999, -71.6673352)']",8,False,False,False,False
10697,2015,NH,Rockingham,6394.83333,3.60833,8641,177989.4167,"(42.9931261, -71.0497768)",0.04855,"[20353.41667, 18548.25, 33838.33333, 4262.91667, 1048.41667, 2491.75, 2212.33333, 6394.83333, 8165.08333]","[4.99167, 4.4, 3.90833, 3.93333, 3.34167, 3.06667, 3.10833, 3.60833, 3.56667]","[29276, 49193, 47655, 7775, 3590, 4206, 5474, 8641, 17885]","[0.07178, 0.11689, 0.0552, 0.07167, 0.11411, 0.05195, 0.07716, 0.04855, 0.07818]","['(42.7051144, -70.90712359999999)', '(42.3522866, -71.0504229)', '(42.467206, -71.2874209)', '(43.4132697, -70.6702521)', '(43.5024246, -71.4073938)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)', '(42.9931261, -71.0497768)', '(42.83347939999999, -71.6673352)']",9,False,False,False,True
10703,2015,NH,Hillsborough,8165.08333,3.56667,17885,228760.4167,"(42.83347939999999, -71.6673352)",0.07818,"[20353.41667, 18548.25, 33838.33333, 21740.58333, 1048.41667, 1309.25, 647.08333, 2491.75, 2212.33333, 6394.83333, 8165.08333]","[4.99167, 4.4, 3.90833, 5.075, 3.34167, 3.15833, 2.75, 3.06667, 3.10833, 3.60833, 3.56667]","[29276, 49193, 47655, 34582, 3590, 2708, 1237, 4206, 5474, 8641, 17885]","[0.07178, 0.11689, 0.0552, 0.08089, 0.11411, 0.06546, 0.05247, 0.05195, 0.07716, 0.04855, 0.07818]","['(42.7051144, -70.90712359999999)', '(42.3522866, -71.0504229)', '(42.467206, -71.2874209)', '(42.4096528, -71.8571331)', '(43.5024246, -71.4073938)', '(42.9259375, -72.236379)', '(43.3770392, -72.236379)', '(43.2844846, -71.6673352)', '(43.238329, -71.0236044)', '(42.9931261, -71.0497768)', '(42.83347939999999, -71.6673352)']",11,False,False,False,False
10709,2015,NJ,Essex,25956.0,6.91667,41421,375065.9167,"(40.7947466, -74.2648829)",0.11044,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 47677.83333, 72514.16667, 29585.5, 8331.0, 44786.33333, 6920.58333, 21846.66667]","[6.91667, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 7.775, 5.9, 4.225, 4.65833, 4.86667, 4.525, 4.53333]","[41421, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 36, 122, 32561, 14483, 36, 7514, 24196]","[0.11044, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 6e-05, 0.0001, 0.04641, 0.08092, 4e-05, 0.04909, 0.05028]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(41.3911653, -74.3118212)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.1220194, -73.7948516)']",20,False,False,True,False
10715,2015,NJ,Ocean,16586.0,6.175,16817,268496.5,"(39.9652553, -74.3118212)",0.06263,"[16586.0, 16951.91667, 16498.41667, 9942.16667, 12237.41667, 17034.41667, 7966.58333, 22679.75, 12434.16667, 9084.91667]","[6.175, 6.05, 6.45, 5.0, 9.54167, 5.175, 4.575, 5.14167, 5.34167, 6.05]","[16817, 23734, 30737, 16103, 17786, 20419, 7370, 25338, 14087, 12664]","[0.06263, 0.08469, 0.12035, 0.08115, 0.13906, 0.06189, 0.04228, 0.05749, 0.06056, 0.08447]","['(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(39.8592439, -75.0143824)', '(40.3028533, -74.7337069)', '(39.5333379, -74.6868815)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(39.7103023, -75.1078332)']",10,False,False,False,False
10721,2015,NJ,Salem,2287.91667,7.35833,3147,31080.25,"(39.5848777, -75.3878525)",0.10125,"[4124.75, 13740.5, 564.58333, 3147.66667, 2287.91667, 16498.41667, 12237.41667, 5390.91667, 12434.16667, 6016.91667, 9084.91667, 10556.41667, 14261.66667, 18352.75]","[5.39167, 4.7, 5.35, 5.95833, 7.35833, 6.45, 9.54167, 11.5, 5.34167, 8.84167, 6.05, 3.80833, 4.89167, 4.16667]","[9645, 36849, 765, 5953, 3147, 30737, 17786, 6676, 14087, 14788, 12664, 9653, 21018, 20962]","[0.12592, 0.12599, 0.07212, 0.11287, 0.10125, 0.12035, 0.13906, 0.13755, 0.06056, 0.2171, 0.08447, 0.03484, 0.0721, 0.04754]","['(39.1440612, -75.4344727)', '(39.5392979, -75.667356)', '(39.2713804, -76.1319953)', '(39.5739403, -75.94632399999999)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(40.0010204, -75.8069082)', '(39.907793, -75.3878525)', '(40.2290075, -75.3878525)']",14,False,False,False,False
10727,2015,NJ,Union,16951.91667,6.05,23734,280234.5,"(40.6595001, -74.2883536)",0.08469,"[25956.0, 16586.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 47677.83333, 72514.16667, 29585.5, 44786.33333, 6920.58333, 21846.66667]","[6.91667, 6.175, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 7.775, 5.9, 4.225, 4.86667, 4.525, 4.53333]","[41421, 16817, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 36, 122, 32561, 36, 7514, 24196]","[0.11044, 0.06263, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 6e-05, 0.0001, 0.04641, 4e-05, 0.04909, 0.05028]","['(40.7947466, -74.2648829)', '(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.1220194, -73.7948516)']",20,False,False,False,False
