Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Corrdinates
2014,NJ,Mercer,11511.5,5.891666667000001,15771,195546.6667,"(40.3028533, -74.7337069)"
2015,NJ,Mercer,9942.166667,5.0,16103,198446.75,"(40.3028533, -74.7337069)"
2010,NJ,Morris,19632.41667,7.4,11197,264830.75,"(40.8336038, -74.54632819999999)"
2011,NJ,Morris,18757.41667,7.058333332999999,12296,265514.3333,"(40.8336038, -74.54632819999999)"
2012,NJ,Morris,19032.58333,7.133333333,11033,267428.1667,"(40.8336038, -74.54632819999999)"
2013,NJ,Morris,16350.58333,6.166666667,10442,264810.1667,"(40.8336038, -74.54632819999999)"
2014,NJ,Morris,13198.33333,5.025,9891,262574.0833,"(40.8336038, -74.54632819999999)"
2015,NJ,Morris,11464.08333,4.375,8708,262029.5,"(40.8336038, -74.54632819999999)"
2010,NJ,Sussex,7756.666667,9.416666667000001,3758,82250.91667,"(41.1288481, -74.6868815)"
2011,NJ,Sussex,7561.166667,9.241666667,3535,81764.66667,"(41.1288481, -74.6868815)"
2012,NJ,Sussex,7326.333333,9.008333333,3767,81238.08333,"(41.1288481, -74.6868815)"
2013,NJ,Sussex,6307.166667,7.933333332999999,3019,79344.75,"(41.1288481, -74.6868815)"
2014,NJ,Sussex,4992.666667,6.408333333,2843,77687.5,"(41.1288481, -74.6868815)"
2015,NJ,Sussex,4186.25,5.45,2689,76639.75,"(41.1288481, -74.6868815)"
2010,NJ,Warren,5771.083333,9.85,3152,58593.41667000001,"(40.8841854, -74.92087719999999)"
2011,NJ,Warren,5334.416667,9.075,3549,58736.75,"(40.8841854, -74.92087719999999)"
2012,NJ,Warren,5130.5,8.75,3473,58650.41667000001,"(40.8841854, -74.92087719999999)"
2013,NJ,Warren,4424.333333,7.65,3379,57771.66667000001,"(40.8841854, -74.92087719999999)"
2014,NJ,Warren,3625.666667,6.333333333,3060,57260.33333,"(40.8841854, -74.92087719999999)"
2015,NJ,Warren,3070.583333,5.366666667,2853,57191.41667000001,"(40.8841854, -74.92087719999999)"
2010,NJ,Passaic,28762.75,11.35833333,26838,253221.0,"(41.1231647, -74.35874729999999)"
2011,NJ,Passaic,27918.83333,11.01666667,27938,253499.5,"(41.1231647, -74.35874729999999)"
2012,NJ,Passaic,28097.25,11.075,26983,253746.5,"(41.1231647, -74.35874729999999)"
2013,NJ,Passaic,25023.66667,9.983333333,24405,250544.9167,"(41.1231647, -74.35874729999999)"
2014,NJ,Passaic,20537.41667,8.25,22437,248896.5833,"(41.1231647, -74.35874729999999)"
2015,NJ,Passaic,17639.33333,7.1,21866,248816.6667,"(41.1231647, -74.35874729999999)"
2010,NJ,Atlantic,17268.33333,12.28333333,22505,140705.25,"(39.5333379, -74.6868815)"
2011,NJ,Atlantic,17472.66667,12.525,21609,139711.6667,"(39.5333379, -74.6868815)"
2012,NJ,Atlantic,17870.91667,12.68333333,19020,140843.8333,"(39.5333379, -74.6868815)"
2013,NJ,Atlantic,16078.75,11.675,18735,137754.6667,"(39.5333379, -74.6868815)"
2014,NJ,Atlantic,14020.08333,10.55,18368,133083.0833,"(39.5333379, -74.6868815)"
2015,NJ,Atlantic,12237.41667,9.541666667000001,17786,127902.5,"(39.5333379, -74.6868815)"
2010,NJ,Cape May,7026.333333,14.475,9593,50068.75,"(39.105884, -74.8273184)"
2011,NJ,Cape May,7350.666667,15.29166667,9712,49459.33333,"(39.105884, -74.8273184)"
2012,NJ,Cape May,7709.083333,15.89166667,9333,49812.83333,"(39.105884, -74.8273184)"
2013,NJ,Cape May,7039.833333,14.725,8341,49207.75,"(39.105884, -74.8273184)"
2014,NJ,Cape May,5987.416667,12.69166667,7530,48925.5,"(39.105884, -74.8273184)"
2015,NJ,Cape May,5390.916667,11.5,6676,48534.0,"(39.105884, -74.8273184)"
2010,NJ,Monmouth,28873.33333,8.725,30521,330467.8333,"(40.2589455, -74.12399599999999)"
2011,NJ,Monmouth,28271.91667,8.575,30015,330174.0,"(40.2589455, -74.12399599999999)"
2012,NJ,Monmouth,28901.83333,8.725,26389,331635.5,"(40.2589455, -74.12399599999999)"
2013,NJ,Monmouth,24728.75,7.516666667000001,24914,328741.1667,"(40.2589455, -74.12399599999999)"
2014,NJ,Monmouth,19922.25,6.066666667000001,22897,328722.1667,"(40.2589455, -74.12399599999999)"
2015,NJ,Monmouth,17034.41667,5.175,20419,329934.9167,"(40.2589455, -74.12399599999999)"
2010,NJ,Somerset,13177.58333,7.6,9033,173473.75,"(40.5292099, -74.64004320000001)"
2011,NJ,Somerset,12880.66667,7.375,9246,174365.25,"(40.5292099, -74.64004320000001)"
2012,NJ,Somerset,13099.91667,7.45,9370,175889.0833,"(40.5292099, -74.64004320000001)"
2013,NJ,Somerset,11091.33333,6.341666667,8595,174574.8333,"(40.5292099, -74.64004320000001)"
2014,NJ,Somerset,9087.083333,5.208333333,7987,174019.0,"(40.5292099, -74.64004320000001)"
2015,NJ,Somerset,7966.583333,4.575,7370,174323.4167,"(40.5292099, -74.64004320000001)"
2010,NJ,Hunterdon,5048.666667,7.391666667000001,2216,68290.16667,"(40.56695149999999, -74.92087719999999)"
2011,NJ,Hunterdon,4679.083333,6.908333333,2246,67745.83333,"(40.56695149999999, -74.92087719999999)"
2012,NJ,Hunterdon,4626.083333,6.833333333,2281,67526.33333,"(40.56695149999999, -74.92087719999999)"
2013,NJ,Hunterdon,3895.666667,5.841666667,2119,66531.83333,"(40.56695149999999, -74.92087719999999)"
2014,NJ,Hunterdon,3213.0,4.883333333,1745,65909.75,"(40.56695149999999, -74.92087719999999)"
2015,NJ,Hunterdon,2787.083333,4.258333333,1583,65533.58333,"(40.56695149999999, -74.92087719999999)"
2010,NJ,Middlesex,37961.41667,8.933333333,30919,424531.4167,"(40.4111363, -74.35874729999999)"
2011,NJ,Middlesex,37260.16667,8.733333333,33113,427282.25,"(40.4111363, -74.35874729999999)"
2012,NJ,Middlesex,37165.08333,8.608333333,30336,431701.5,"(40.4111363, -74.35874729999999)"
2013,NJ,Middlesex,32565.33333,7.525,29091,432108.0833,"(40.4111363, -74.35874729999999)"
2014,NJ,Middlesex,26623.75,6.108333332999999,26732,436314.25,"(40.4111363, -74.35874729999999)"
2015,NJ,Middlesex,22679.75,5.141666667,25338,440741.9167,"(40.4111363, -74.35874729999999)"
2010,NJ,Burlington,21302.58333,8.991666667,16746,237038.75,"(39.8558488, -74.6868815)"
2011,NJ,Burlington,20530.58333,8.7,18080,235903.9167,"(39.8558488, -74.6868815)"
2012,NJ,Burlington,20460.91667,8.666666667000001,17417,236400.1667,"(39.8558488, -74.6868815)"
2013,NJ,Burlington,17916.66667,7.633333332999999,16864,234287.3333,"(39.8558488, -74.6868815)"
2014,NJ,Burlington,14811.5,6.425,15032,230680.8333,"(39.8558488, -74.6868815)"
2015,NJ,Burlington,12434.16667,5.341666667,14087,232623.5833,"(39.8558488, -74.6868815)"
2010,NJ,Cumberland,9431.0,12.96666667,12149,72602.66667,"(39.2587106, -75.06111469999999)"
2011,NJ,Cumberland,9313.25,12.95,12016,71870.66667,"(39.2587106, -75.06111469999999)"
2012,NJ,Cumberland,9373.416667,13.13333333,15275,71365.08333,"(39.2587106, -75.06111469999999)"
2013,NJ,Cumberland,8186.833333,11.725,15362,69659.33333,"(39.2587106, -75.06111469999999)"
2014,NJ,Cumberland,6754.416667,9.9,13880,68160.66667,"(39.2587106, -75.06111469999999)"
2015,NJ,Cumberland,6016.916667,8.841666667,14788,68117.08333,"(39.2587106, -75.06111469999999)"
2010,NJ,Gloucester,15647.83333,10.25833333,16781,152539.0,"(39.7103023, -75.1078332)"
2011,NJ,Gloucester,15466.83333,10.175,16119,152042.4167,"(39.7103023, -75.1078332)"
2012,NJ,Gloucester,15356.91667,10.09166667,16150,152204.6667,"(39.7103023, -75.1078332)"
2013,NJ,Gloucester,13541.08333,8.95,14873,151160.1667,"(39.7103023, -75.1078332)"
2014,NJ,Gloucester,10918.83333,7.341666667,13296,148891.9167,"(39.7103023, -75.1078332)"
2015,NJ,Gloucester,9084.916667,6.05,12664,149930.0833,"(39.7103023, -75.1078332)"
2010,NM,Lea,2078.083333,7.916666667,5754,26301.0,"(32.8968816, -103.3587288)"
2011,NM,Lea,1520.166667,5.583333333,5171,27249.5,"(32.8968816, -103.3587288)"
2012,NM,Lea,1337.25,4.725,5624,28325.16667,"(32.8968816, -103.3587288)"
2013,NM,Lea,1311.75,4.475,5881,29309.33333,"(32.8968816, -103.3587288)"
2014,NM,Lea,1350.416667,4.391666667,4957,30719.33333,"(32.8968816, -103.3587288)"
2015,NM,Lea,1841.666667,6.208333333,5534,29782.16667,"(32.8968816, -103.3587288)"
2010,NM,Eddy,1642.75,6.4,4803,25657.58333,"(32.4170622, -104.4723301)"
2011,NM,Eddy,1347.833333,5.083333333,4824,26491.66667,"(32.4170622, -104.4723301)"
2012,NM,Eddy,1254.583333,4.658333333,5255,26830.25,"(32.4170622, -104.4723301)"
2013,NM,Eddy,1268.75,4.566666667,4357,27667.25,"(32.4170622, -104.4723301)"
2014,NM,Eddy,1288.333333,4.45,4806,29052.75,"(32.4170622, -104.4723301)"
2015,NM,Eddy,1458.916667,4.916666667,5328,29685.33333,"(32.4170622, -104.4723301)"
2010,NM,Luna,2350.416667,20.25833333,1788,11677.16667,"(32.3259122, -107.8583868)"
2011,NM,Luna,2325.833333,20.36666667,2148,11494.75,"(32.3259122, -107.8583868)"
2012,NM,Luna,2289.666667,20.05833333,1976,11460.16667,"(32.3259122, -107.8583868)"
2013,NM,Luna,2148.833333,19.11666667,2095,11300.25,"(32.3259122, -107.8583868)"
2014,NM,Luna,2057.5,18.225,2184,11373.16667,"(32.3259122, -107.8583868)"
2015,NM,Luna,1901.0,17.34166667,2303,10992.58333,"(32.3259122, -107.8583868)"
2010,NM,Mora,299.9166667,12.3,14,2434.0,"(35.9742154, -105.3300508)"
2011,NM,Mora,293.9166667,12.35833333,2,2379.25,"(35.9742154, -105.3300508)"
2012,NM,Mora,255.4166667,11.05,0,2315.916667,"(35.9742154, -105.3300508)"
2013,NM,Mora,263.0,11.675,0,2253.5,"(35.9742154, -105.3300508)"
2014,NM,Mora,249.5833333,10.99166667,47,2265.583333,"(35.9742154, -105.3300508)"
2015,NM,Mora,218.5833333,9.658333333,70,2259.666667,"(35.9742154, -105.3300508)"
2010,NM,Quay,330.4166667,9.433333333,858,3500.916667,"(34.9569924, -103.7289167)"
2011,NM,Quay,326.1666667,9.625,753,3391.583333,"(34.9569924, -103.7289167)"
2012,NM,Quay,274.4166667,8.091666667,564,3389.416667,"(34.9569924, -103.7289167)"
2013,NM,Quay,239.5833333,7.25,630,3304.916667,"(34.9569924, -103.7289167)"
2014,NM,Quay,217.3333333,6.583333333,474,3304.583333,"(34.9569924, -103.7289167)"
2015,NM,Quay,231.4166667,7.1,397,3256.916667,"(34.9569924, -103.7289167)"
2010,NM,Taos,1640.5,10.65833333,1808,15397.66667,"(36.4358718, -105.5943388)"
2011,NM,Taos,1592.333333,10.49166667,1677,15172.25,"(36.4358718, -105.5943388)"
2012,NM,Taos,1568.916667,10.45833333,1143,15002.66667,"(36.4358718, -105.5943388)"
2013,NM,Taos,1554.0,10.33333333,1406,15046.91667,"(36.4358718, -105.5943388)"
2014,NM,Taos,1490.0,9.908333333,1891,15034.58333,"(36.4358718, -105.5943388)"
2015,NM,Taos,1357.833333,9.133333333,1712,14849.5,"(36.4358718, -105.5943388)"
2010,NM,Curry,1158.083333,5.366666667,4520,21586.5,"(34.5751567, -103.2663479)"
2011,NM,Curry,1090.333333,5.083333333,5200,21478.0,"(34.5751567, -103.2663479)"
2012,NM,Curry,1069.333333,4.95,4309,21579.16667,"(34.5751567, -103.2663479)"
2013,NM,Curry,1097.083333,5.116666667,5000,21426.58333,"(34.5751567, -103.2663479)"
2014,NM,Curry,1100.166667,5.075,5325,21695.83333,"(34.5751567, -103.2663479)"
2015,NM,Curry,1062.583333,4.875,5840,21805.66667,"(34.5751567, -103.2663479)"
2010,NM,Grant,1192.833333,9.666666667000001,1938,12348.41667,"(32.9690805, -108.2377519)"
2011,NM,Grant,929.5833332999997,7.3,1592,12774.33333,"(32.9690805, -108.2377519)"
2012,NM,Grant,865.0833332999997,6.641666667000001,1695,13006.0,"(32.9690805, -108.2377519)"
2013,NM,Grant,869.4166667000003,6.783333333,1500,12842.58333,"(32.9690805, -108.2377519)"
2014,NM,Grant,827.0833332999998,6.608333332999999,533,12520.91667,"(32.9690805, -108.2377519)"
2015,NM,Grant,803.0,6.466666667,232,12417.41667,"(32.9690805, -108.2377519)"
2010,NM,Otero,1813.916667,7.258333332999999,3193,24984.16667,"(32.6341716, -105.5943388)"
2011,NM,Otero,1683.6666670000004,6.816666667000001,3232,24688.0,"(32.6341716, -105.5943388)"
2012,NM,Otero,1629.583333,6.5,2638,25048.25,"(32.6341716, -105.5943388)"
2013,NM,Otero,1609.25,6.383333333,2639,25244.5,"(32.6341716, -105.5943388)"
2014,NM,Otero,1549.5,6.258333333,3105,24753.16667,"(32.6341716, -105.5943388)"
2015,NM,Otero,1537.833333,6.166666667,3143,24894.75,"(32.6341716, -105.5943388)"
2010,NM,Union,120.5,6.2416666670000005,58,1929.25,"(36.37243340000001, -103.3587288)"
2011,NM,Union,91.25,4.708333333,42,1941.333333,"(36.37243340000001, -103.3587288)"
2012,NM,Union,81.83333333,4.366666667,284,1871.583333,"(36.37243340000001, -103.3587288)"
2013,NM,Union,85.83333333,4.608333333,90,1864.916667,"(36.37243340000001, -103.3587288)"
2014,NM,Union,87.41666667,4.6,124,1902.75,"(36.37243340000001, -103.3587288)"
2015,NM,Union,82.25,4.375,85,1884.583333,"(36.37243340000001, -103.3587288)"
2010,NM,Catron,146.41666669999995,12.03333333,26,1216.833333,"(34.1515173, -108.4276047)"
2011,NM,Catron,129.0833333,11.13333333,46,1161.416667,"(34.1515173, -108.4276047)"
2012,NM,Catron,119.4166667,9.6,2,1247.833333,"(34.1515173, -108.4276047)"
2013,NM,Catron,110.4166667,8.916666667000001,0,1240.75,"(34.1515173, -108.4276047)"
2014,NM,Catron,99.16666667,8.375,12,1188.333333,"(34.1515173, -108.4276047)"
2015,NM,Catron,98.66666667,8.333333332999999,24,1186.416667,"(34.1515173, -108.4276047)"
2010,NM,Chaves,2115.0,7.525,6267,28042.16667,"(33.4757392, -104.4723301)"
2011,NM,Chaves,1864.333333,6.766666667000001,6755,27596.75,"(33.4757392, -104.4723301)"
2012,NM,Chaves,1751.5,6.483333332999999,6548,26970.66667,"(33.4757392, -104.4723301)"
2013,NM,Chaves,1672.5,6.291666667,8103,26632.16667,"(33.4757392, -104.4723301)"
2014,NM,Chaves,1659.166667,6.1166666670000005,7785,27106.41667,"(33.4757392, -104.4723301)"
2015,NM,Chaves,1736.4166670000004,6.283333333,6297,27594.41667,"(33.4757392, -104.4723301)"
2010,NM,Cibola,895.9166667000003,9.6,299,9326.916667,"(35.0947557, -107.8583868)"
2011,NM,Cibola,878.1666667000003,9.475,427,9275.583333,"(35.0947557, -107.8583868)"
2012,NM,Cibola,797.0833332999998,8.583333332999999,371,9290.416667,"(35.0947557, -107.8583868)"
2013,NM,Cibola,775.3333332999998,8.516666667,403,9105.666667,"(35.0947557, -107.8583868)"
2014,NM,Cibola,776.8333332999998,8.558333333,1284,9072.25,"(35.0947557, -107.8583868)"
2015,NM,Cibola,737.1666667000002,7.983333332999999,955,9228.5,"(35.0947557, -107.8583868)"
2010,NM,Colfax,533.0833333,8.408333333,569,6363.333333,"(36.5799757, -104.4723301)"
2011,NM,Colfax,513.0833333,8.166666667000001,453,6318.666667,"(36.5799757, -104.4723301)"
2012,NM,Colfax,480.33333330000005,7.875,698,6129.25,"(36.5799757, -104.4723301)"
2013,NM,Colfax,437.9166667,7.125,599,6172.833333,"(36.5799757, -104.4723301)"
2014,NM,Colfax,387.0833333,6.308333332999999,660,6152.916667,"(36.5799757, -104.4723301)"
2015,NM,Colfax,359.8333333,6.008333333,776,6011.5,"(36.5799757, -104.4723301)"
2010,NM,Sierra,370.3333333,9.208333332999999,551,4026.5,"(33.13459600000001, -107.1011931)"
2011,NM,Sierra,382.9166667,9.841666667,519,3888.333333,"(33.13459600000001, -107.1011931)"
2012,NM,Sierra,390.3333333,9.833333332999999,660,3973.75,"(33.13459600000001, -107.1011931)"
2013,NM,Sierra,389.4166667,9.783333333,624,3989.333333,"(33.13459600000001, -107.1011931)"
2014,NM,Sierra,363.1666667,9.225,207,3951.25,"(33.13459600000001, -107.1011931)"
2015,NM,Sierra,364.3333333,9.1,774,4011.583333,"(33.13459600000001, -107.1011931)"
2010,NM,De Baca,50.16666667,6.025,0,833.4166667000002,"(34.2734196, -104.3791912)"
2011,NM,De Baca,42.0,5.125,0,817.9166667000002,"(34.2734196, -104.3791912)"
2012,NM,De Baca,35.0,4.25,44,821.6666667000002,"(34.2734196, -104.3791912)"
2013,NM,De Baca,37.0,4.575,46,809.4166667000002,"(34.2734196, -104.3791912)"
2014,NM,De Baca,39.5,4.7,16,840.25,"(34.2734196, -104.3791912)"
2015,NM,De Baca,43.41666667,5.125,30,847.5833332999997,"(34.2734196, -104.3791912)"
2010,NM,Harding,17.75,6.016666667000001,0,294.5833333,"(35.8925537, -103.8216261)"
2011,NM,Harding,19.0,6.408333333,0,296.9166667,"(35.8925537, -103.8216261)"
2012,NM,Harding,18.83333333,6.425,0,293.0,"(35.8925537, -103.8216261)"
2013,NM,Harding,14.66666667,5.175,0,283.9166667,"(35.8925537, -103.8216261)"
2014,NM,Harding,15.5,4.875,0,317.5833333,"(35.8925537, -103.8216261)"
2015,NM,Harding,23.91666667,8.416666667000001,0,284.0,"(35.8925537, -103.8216261)"
2010,NM,Hidalgo,194.5833333,8.5,48,2299.833333,"(31.93552, -108.7125791)"
2011,NM,Hidalgo,173.0,7.566666667000001,41,2285.416667,"(31.93552, -108.7125791)"
2012,NM,Hidalgo,171.66666669999995,7.341666667,98,2337.916667,"(31.93552, -108.7125791)"
2013,NM,Hidalgo,164.25,7.575,100,2174.583333,"(31.93552, -108.7125791)"
2014,NM,Hidalgo,152.83333330000005,7.1,198,2147.333333,"(31.93552, -108.7125791)"
2015,NM,Hidalgo,131.5,6.191666667000001,3138,2126.583333,"(31.93552, -108.7125791)"
2010,NM,Lincoln,704.0833332999998,7.491666667,1099,9385.583333,"(33.8853309, -105.4068079)"
2011,NM,Lincoln,616.8333332999998,6.775,1260,9109.416667,"(33.8853309, -105.4068079)"
2012,NM,Lincoln,585.0,6.516666667000001,1104,8963.833333,"(33.8853309, -105.4068079)"
2013,NM,Lincoln,566.6666667000002,6.441666667000001,854,8804.083333,"(33.8853309, -105.4068079)"
2014,NM,Lincoln,530.0,6.008333333,1161,8807.666667,"(33.8853309, -105.4068079)"
2015,NM,Lincoln,498.1666667,5.766666667000001,1066,8654.666667,"(33.8853309, -105.4068079)"
2010,NM,Socorro,535.5833333,7.791666667,1024,6875.416667,"(33.8837087, -106.7234639)"
2011,NM,Socorro,522.6666667,7.625,1085,6840.583333,"(33.8837087, -106.7234639)"
2012,NM,Socorro,476.1666667,6.975,1279,6818.916667,"(33.8837087, -106.7234639)"
2013,NM,Socorro,488.1666667,7.383333332999999,1472,6612.416667,"(33.8837087, -106.7234639)"
2014,NM,Socorro,476.6666667,7.358333332999999,1388,6477.75,"(33.8837087, -106.7234639)"
2015,NM,Socorro,490.75,7.533333333,1563,6509.75,"(33.8837087, -106.7234639)"
2010,NM,Dona Ana,7259.916667,7.758333332999999,14044,93597.08333,"(32.485767, -106.7234639)"
2011,NM,Dona Ana,7054.0,7.566666667000001,15136,93391.5,"(32.485767, -106.7234639)"
2012,NM,Dona Ana,6860.666667,7.316666667000001,14259,93766.16667,"(32.485767, -106.7234639)"
2013,NM,Dona Ana,7006.416667,7.475,13819,93720.91667,"(32.485767, -106.7234639)"
2014,NM,Dona Ana,6855.833333,7.291666667,14278,93976.0,"(32.485767, -106.7234639)"
2015,NM,Dona Ana,6858.333333,7.3,14069,93919.16667,"(32.485767, -106.7234639)"
2010,NM,Mckinley,2511.416667,9.866666667,4521,25439.91667,"(35.71524720000001, -108.2377519)"
2011,NM,Mckinley,2480.333333,9.925,5054,24976.08333,"(35.71524720000001, -108.2377519)"
2012,NM,Mckinley,2392.0,9.6,5514,24915.41667,"(35.71524720000001, -108.2377519)"
2013,NM,Mckinley,2458.083333,10.11666667,6107,24304.91667,"(35.71524720000001, -108.2377519)"
2014,NM,Mckinley,2426.916667,10.125,6316,23950.91667,"(35.71524720000001, -108.2377519)"
2015,NM,Mckinley,2361.25,9.75,5496,24194.25,"(35.71524720000001, -108.2377519)"
2010,NM,Sandoval,5107.75,8.383333333,1446,60900.66667000001,"(35.6020667, -106.7234639)"
2011,NM,Sandoval,4886.75,8.033333333,1440,60821.41667000001,"(35.6020667, -106.7234639)"
2012,NM,Sandoval,4708.333333,7.775,1167,60523.91667000001,"(35.6020667, -106.7234639)"
2013,NM,Sandoval,4509.75,7.441666667000001,1278,60573.83333,"(35.6020667, -106.7234639)"
2014,NM,Sandoval,4382.25,7.158333333,1630,61216.75,"(35.6020667, -106.7234639)"
2015,NM,Sandoval,4095.75,6.641666667000001,1599,61804.83333,"(35.6020667, -106.7234639)"
2010,NM,San Juan,5147.083333,9.383333333,7225,54860.41667000001,"(36.3882439, -108.2377519)"
2011,NM,San Juan,4326.75,7.866666667,7163,55028.16667000001,"(36.3882439, -108.2377519)"
2012,NM,San Juan,3925.083333,7.1166666670000005,8020,55308.66667000001,"(36.3882439, -108.2377519)"
2013,NM,San Juan,3700.0,6.791666667,6767,54545.58333,"(36.3882439, -108.2377519)"
2014,NM,San Juan,3532.5,6.391666667000001,6320,55331.33333,"(36.3882439, -108.2377519)"
2015,NM,San Juan,3808.583333,6.875,6464,55382.08333,"(36.3882439, -108.2377519)"
2010,NM,Santa Fe,5044.25,6.791666667,12046,74288.83333,"(35.3653705, -105.9699878)"
2011,NM,Santa Fe,4584.166667,6.225,10696,73631.41667,"(35.3653705, -105.9699878)"
2012,NM,Santa Fe,4257.25,5.775,10843,73658.5,"(35.3653705, -105.9699878)"
2013,NM,Santa Fe,4087.583333,5.583333333,3656,73218.91667,"(35.3653705, -105.9699878)"
2014,NM,Santa Fe,3955.75,5.45,8229,72659.91667,"(35.3653705, -105.9699878)"
2015,NM,Santa Fe,3889.0,5.358333333,6900,72865.41667,"(35.3653705, -105.9699878)"
2010,NM,Torrance,697.25,11.575,460,6028.416667,"(34.6784317, -105.9699878)"
2011,NM,Torrance,673.0833332999998,11.44166667,634,5875.083333,"(34.6784317, -105.9699878)"
2012,NM,Torrance,611.75,10.6,653,5764.0,"(34.6784317, -105.9699878)"
2013,NM,Torrance,572.0833332999998,10.225,578,5596.666667,"(34.6784317, -105.9699878)"
2014,NM,Torrance,546.1666667000002,9.8,575,5574.5,"(34.6784317, -105.9699878)"
2015,NM,Torrance,491.08333330000005,9.033333333,544,5441.333333,"(34.6784317, -105.9699878)"
2010,NM,Valencia,2980.0,9.566666667,5738,31167.0,"(34.6743674, -106.6291304)"
2011,NM,Valencia,2758.25,8.991666667,6215,30667.33333,"(34.6743674, -106.6291304)"
2012,NM,Valencia,2621.416667,8.683333333,4286,30216.5,"(34.6743674, -106.6291304)"
2013,NM,Valencia,2495.666667,8.35,6285,29884.0,"(34.6743674, -106.6291304)"
2014,NM,Valencia,2327.416667,7.875,6325,29576.58333,"(34.6743674, -106.6291304)"
2015,NM,Valencia,2193.666667,7.425,4334,29529.08333,"(34.6743674, -106.6291304)"
2010,NM,Guadalupe,167.16666669999995,10.11666667,210,1652.333333,"(34.8235801, -104.8454619)"
2011,NM,Guadalupe,175.0,10.56666667,170,1656.333333,"(34.8235801, -104.8454619)"
2012,NM,Guadalupe,165.33333330000005,10.03333333,249,1646.583333,"(34.8235801, -104.8454619)"
2013,NM,Guadalupe,141.58333330000005,8.675,226,1631.333333,"(34.8235801, -104.8454619)"
2014,NM,Guadalupe,124.4166667,7.7,225,1615.0,"(34.8235801, -104.8454619)"
2015,NM,Guadalupe,114.75,7.058333332999999,174,1626.75,"(34.8235801, -104.8454619)"
2010,NM,Roosevelt,526.4166667,6.266666667000001,1110,8409.333333,"(33.9538388, -103.3587288)"
2011,NM,Roosevelt,476.5,5.725,1390,8326.25,"(33.9538388, -103.3587288)"
2012,NM,Roosevelt,466.1666667,5.583333333,1270,8344.166667,"(33.9538388, -103.3587288)"
2013,NM,Roosevelt,465.0,5.583333333,1338,8341.833333,"(33.9538388, -103.3587288)"
2014,NM,Roosevelt,450.5,5.55,979,8126.0,"(33.9538388, -103.3587288)"
2015,NM,Roosevelt,432.33333330000005,5.408333333,1058,8007.583333,"(33.9538388, -103.3587288)"
2010,NM,Bernalillo,25235.5,7.725,69495,326593.5,"(35.0177854, -106.6291304)"
2011,NM,Bernalillo,23311.08333,7.208333333,72353,323702.5833,"(35.0177854, -106.6291304)"
2012,NM,Bernalillo,21811.0,6.8,75105,321011.8333,"(35.0177854, -106.6291304)"
2013,NM,Bernalillo,20673.33333,6.466666667,76883,319638.6667,"(35.0177854, -106.6291304)"
2014,NM,Bernalillo,19900.91667,6.216666667,77599,320452.9167,"(35.0177854, -106.6291304)"
2015,NM,Bernalillo,18877.5,5.883333333,86754,320915.6667,"(35.0177854, -106.6291304)"
2010,NM,Los Alamos,347.1666667,3.666666667,457,9460.583333,"(35.84962489999999, -106.3228338)"
2011,NM,Los Alamos,327.9166667,3.525,588,9277.333333,"(35.84962489999999, -106.3228338)"
2012,NM,Los Alamos,350.1666667,3.9,519,8999.333333,"(35.84962489999999, -106.3228338)"
2013,NM,Los Alamos,364.0833333,4.225,245,8620.583333,"(35.84962489999999, -106.3228338)"
2014,NM,Los Alamos,349.1666667,4.125,434,8461.25,"(35.84962489999999, -106.3228338)"
2015,NM,Los Alamos,341.4166667,4.041666667,330,8466.666667,"(35.84962489999999, -106.3228338)"
2010,NM,Rio Arriba,1646.583333,9.133333333,199,18004.91667,"(36.6162892, -106.7234639)"
2011,NM,Rio Arriba,1599.833333,9.266666667,191,17253.66667,"(36.6162892, -106.7234639)"
2012,NM,Rio Arriba,1569.416667,9.308333333,534,16860.08333,"(36.6162892, -106.7234639)"
2013,NM,Rio Arriba,1590.583333,9.558333333,466,16643.25,"(36.6162892, -106.7234639)"
2014,NM,Rio Arriba,1448.833333,8.766666667,465,16514.08333,"(36.6162892, -106.7234639)"
2015,NM,Rio Arriba,1323.25,8.008333333,550,16522.08333,"(36.6162892, -106.7234639)"
2010,NM,San Miguel,1073.083333,9.6,1441,11203.58333,"(35.5117793, -104.8454619)"
2011,NM,San Miguel,1054.416667,9.5,1275,11097.41667,"(35.5117793, -104.8454619)"
2012,NM,San Miguel,987.5833332999997,8.9,1117,11102.25,"(35.5117793, -104.8454619)"
2013,NM,San Miguel,927.0833332999997,8.358333333,952,11093.5,"(35.5117793, -104.8454619)"
2014,NM,San Miguel,895.5833332999997,8.15,1225,11002.83333,"(35.5117793, -104.8454619)"
2015,NM,San Miguel,845.5,7.666666667,1131,11040.83333,"(35.5117793, -104.8454619)"
2010,NV,Nye,2888.666667,17.3,3187,16685.83333,"(38.58071109999999, -116.0413889)"
2011,NV,Nye,2828.833333,16.80833333,1523,16825.41667,"(38.58071109999999, -116.0413889)"
2012,NV,Nye,2407.666667,14.475,2816,16634.58333,"(38.58071109999999, -116.0413889)"
2013,NV,Nye,1987.25,12.025,2155,16524.25,"(38.58071109999999, -116.0413889)"
2014,NV,Nye,1571.833333,9.641666667,1782,16318.66667,"(38.58071109999999, -116.0413889)"
2015,NV,Nye,1407.083333,8.691666667,1509,16184.41667,"(38.58071109999999, -116.0413889)"
